First user source / medium,Landing page,Total users,% Δ,Add to carts,% Δ,Sessions,% Δ
google / organic,/manhattan-casino,11,-0.5217391304347826,1,-0.9166666666666666,11,-0.5416666666666666
google / organic,/maxwin,2,,1,,2,
google / organic,/poker-online,2,-0.5,1,-0.6666666666666666,2,-0.6
google / organic,/powerbet-casino,2,,1,,2,
google / organic,/stanleybet,2,1,1,,2,1
google / organic,/winbet-casino,2,1,1,,2,1
google / organic,/winboss-casino,3,,1,,3,
qwant.com / organic,/bonus-casino,2,-0.3333333333333333,1,-0.6666666666666666,2,-0.3333333333333333
qwant.com / organic,/casino-online,1,,1,,2,
yahoo / organic,/blog/zinx-casino-bonus-fara-depunere,1,,1,,1,
yahoo / organic,/rotiri-fara-depunere-pmax,1,,1,,1,
bing / organic,/blog/888-bonus-fara-depunere,1,0,0,,1,0
google / organic,/blog/joc-responsabil-superbet,1,,0,,1,
bing / organic,/blog/agentii-superbet,2,-0.8,0,,2,-0.8
bing / organic,/blog/agentii-winboss,1,,0,,1,
bing / organic,/blog/autoexcludere-jocuri-de-noroc,1,,0,,1,
bing / organic,/blog/cod-bonus-superbet,1,,0,,1,
bing / organic,/blog/excelbet-agentii,1,,0,,1,
bing / organic,/blog/fortuna-poker,1,,0,,1,
bing / organic,/blog/getsbet-agentii,1,0,0,,1,0
bing / organic,/blog/jocuri-din-sali-million-casino,1,,0,,1,
bing / organic,/blog/jucatori-fotbal,1,,0,,1,
bing / organic,/blog/las-vegas-pariuri,1,,0,,1,
bing / organic,/blog/lucky-six,1,,0,,1,
bing / organic,/blog/promotii-casa-pariurilor-cu-premii,1,,0,,1,
bing / organic,/blog/seriale-turcesti,1,-0.75,0,,1,-0.75
bing / organic,/blog/verificare-bilet-gets-bet,1,0,0,,1,0
bing / organic,/blog/verificare-bilet-powerbet,1,,0,,1,
bing / organic,/blog/verificare-bilet-stanleybet,3,2,0,,4,3
bing / organic,/blog/winbet-bonus-fara-depunere,1,,0,,1,
bing / organic,/blog/winbet-pariuri,1,,0,,1,
bing / organic,/blog/winner-bonus-fara-depunere,1,0,0,-1,1,0
bing / organic,/bonus-fara-depunere-online,1,,0,,1,
bing / organic,/game-world,1,,0,,1,
bing / organic,/joc-slot/double-dice-gratis,1,,0,,1,
bing / organic,/joc-slot/shining-crown-gratis,1,,0,,1,
bing / organic,/kino-grecia,1,,0,,1,
bing / organic,/poker-online,1,0,0,,1,0
bing / organic,/rotiri-fara-depunere-online,1,0,0,,1,0
bing / organic,/sloturi-gratis,1,,0,,1,
bing / organic,/superbet-casino,1,,0,,1,
bing / organic,/t/casa-pariurilor,1,,0,,1,
bing / organic,/toate-bonusurile-fara-depunere,1,,0,,1,
duckduckgo / organic,/blog/888-bonus-fara-depunere,1,,0,,1,
duckduckgo / organic,/blog/agentii-superbet,1,-0.5,0,,1,-0.6666666666666666
duckduckgo / organic,/blog/agentii-winboss,1,,0,,1,
duckduckgo / organic,/blog/betano-bonus-depunere,1,,0,,1,
duckduckgo / organic,/blog/cod-bonus-netbet,1,,0,,1,
duckduckgo / organic,/blog/cod-bonus-playgg,1,,0,,1,
duckduckgo / organic,/blog/cod-bonus-vlad-cazino,1,,0,,2,
duckduckgo / organic,/blog/depunere-pokerstars,1,,0,,1,
duckduckgo / organic,/blog/efbet-bonus-fara-depunere,1,,0,,1,
duckduckgo / organic,/blog/fortuna-palace-bonus-fara-depunere,1,,0,,1,
duckduckgo / organic,/blog/king-casino-bonus-fara-depunere,1,,0,,1,
duckduckgo / organic,/blog/las-vegas-cod-promo,1,,0,,2,
duckduckgo / organic,/blog/maxbet-bonus-fara-depunere,1,,0,,1,
duckduckgo / organic,/blog/reguli-whist,1,0,0,,1,0
duckduckgo / organic,/blog/superbonus-superbet,1,,0,,1,
duckduckgo / organic,/blog/verificare-bilet-casa-pariurilor,1,,0,,1,
duckduckgo / organic,/blog/verificare-bilet-powerbet,1,,0,,1,
duckduckgo / organic,/blog/verificare-cont-lucky-seven,1,,0,,1,
duckduckgo / organic,/bonus-de-ziua-ta,1,,0,,2,
duckduckgo / organic,/bonus-fara-rulaj,1,0,0,,1,0
duckduckgo / organic,/loto-pennsylvania,1,,0,,1,
duckduckgo / organic,/million-casino,1,,0,,1,
google / organic,/12xbet,1,-0.6666666666666666,0,,1,-0.6666666666666666
google / organic,/32rosu-casino,3,-0.5,0,-1,3,-0.5
google / organic,/888-casino,2,,0,,2,
google / organic,/autor/alina-isac,1,0,0,,1,0
google / organic,/autor/giulia-petrescu,2,1,0,,2,1
google / organic,/autori,1,,0,,1,
google / organic,/bet7-casino,1,,0,,2,
google / organic,/betano-casino,3,-0.4,0,-1,3,-0.5
google / organic,/betfair-casino,1,-0.6666666666666666,0,,1,-0.75
google / organic,/blog/12xbet-bonus-fara-depunere,3,-0.625,0,-1,3,-0.625
google / organic,/blog/32rosu-casino-bonus-fara-depunere,1,0,0,-1,1,0
google / organic,/blog/888-casino-contact,2,-0.3333333333333333,0,,2,-0.3333333333333333
google / organic,/blog/agentii-betmen,7,0.4,0,,7,0.16666666666666666
google / organic,/blog/agentii-casa-pariurilor,1,-0.9714285714285714,0,,1,-0.9743589743589743
google / organic,/blog/agentii-elite-slots,1,,0,,2,
google / organic,/blog/agentii-magnumbet,3,2,0,,3,2
google / organic,/blog/agentii-maxbet,1,,0,,1,
google / organic,/blog/agentii-mozzartbet,1,,0,,2,
google / organic,/blog/agentii-stanleybet,3,-0.8695652173913043,0,,3,-0.875
google / organic,/blog/agentii-superbet,7,-0.9567901234567902,0,,9,-0.9497206703910615
google / organic,/blog/agentii-winboss,3,,0,,3,
google / organic,/blog/agentii-winner,3,0,0,,3,0
google / organic,/blog/android-ios-winbet-app,1,,0,,1,
google / organic,/blog/aplicatie-32rosu,1,,0,,1,
google / organic,/blog/apple-pay,1,0,0,,1,0
